note_minus_2,note_minus_1,current_note,avg_interval,label
41,34,26,-7.5,1
34,26,43,4.5,1
26,43,41,7.5,1
43,41,34,-4.5,1
41,34,27,-7.0,1
34,27,43,4.5,1
27,43,41,7.0,1
43,41,34,-4.5,1
41,34,27,-7.0,1
34,27,43,4.5,1
27,43,39,6.0,1
43,39,34,-4.5,1
39,34,27,-6.0,1
34,27,43,4.5,1
27,43,39,6.0,1
43,39,34,-4.5,1
39,34,27,-6.0,1
34,27,46,6.0,1
27,46,43,8.0,1
46,43,34,-6.0,1
43,34,27,-8.0,1
34,27,46,6.0,1
27,46,43,8.0,1
46,43,34,-6.0,1
43,34,27,-8.0,1
34,27,46,6.0,1
27,46,43,8.0,1
46,43,36,-5.0,1
43,36,27,-8.0,1
36,27,46,5.0,1
27,46,43,8.0,1
46,43,36,-5.0,1
43,36,27,-8.0,1
36,27,47,5.5,1
27,47,41,7.0,1
47,41,38,-4.5,1
41,38,26,-7.5,1
38,26,47,4.5,1
26,47,41,7.5,1
47,41,38,-4.5,1
41,38,26,-7.5,1
38,26,47,4.5,1
26,47,41,7.5,1
47,41,38,-4.5,1
41,38,26,-7.5,1
38,26,47,4.5,1
26,47,41,7.5,1
47,41,38,-4.5,1
41,38,26,-7.5,1
38,26,48,5.0,1
26,48,39,6.5,1
48,39,31,-8.5,1
39,31,24,-7.5,1
31,24,48,8.5,1
24,48,39,7.5,1
48,39,31,-8.5,1
39,31,24,-7.5,1
31,24,48,8.5,1
24,48,39,7.5,1
48,39,31,-8.5,1
39,31,24,-7.5,1
31,24,48,8.5,1
24,48,39,7.5,1
48,39,31,-8.5,1
39,31,24,-7.5,1
31,24,50,9.5,1
24,50,43,9.5,1
50,43,38,-6.0,1
43,38,23,-10.0,1
38,23,50,6.0,1
23,50,43,10.0,1
50,43,38,-6.0,1
43,38,23,-10.0,1
38,23,50,6.0,1
23,50,43,10.0,1
50,43,38,-6.0,1
43,38,23,-10.0,1
38,23,50,6.0,1
23,50,43,10.0,1
50,43,38,-6.0,1
43,38,23,-10.0,1
38,23,51,6.5,1
23,51,43,10.0,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,51,7.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,50,7.0,1
24,50,43,9.5,1
50,43,38,-6.0,1
43,38,24,-9.5,1
38,24,50,6.0,1
24,50,43,9.5,1
50,43,38,-6.0,1
43,38,24,-9.5,1
38,24,48,5.0,1
24,48,43,9.5,1
48,43,39,-4.5,1
43,39,24,-9.5,1
39,24,48,4.5,1
24,48,43,9.5,1
48,43,39,-4.5,1
43,39,24,-9.5,1
39,24,50,5.5,1
24,50,43,9.5,1
50,43,38,-6.0,1
43,38,24,-9.5,1
38,24,50,6.0,1
24,50,43,9.5,1
50,43,38,-6.0,1
43,38,24,-9.5,1
38,24,51,6.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,51,7.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,51,7.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,27,-8.0,1
36,27,51,7.5,1
27,51,43,8.0,1
51,43,36,-7.5,1
43,36,27,-8.0,1
36,27,50,7.0,1
27,50,43,8.0,1
50,43,35,-7.5,1
43,35,31,-6.0,1
35,31,50,7.5,1
31,50,43,6.0,1
50,43,35,-7.5,1
43,35,31,-6.0,1
35,31,50,7.5,1
31,50,43,6.0,1
50,43,35,-7.5,1
43,35,29,-7.0,1
35,29,50,7.5,1
29,50,43,7.0,1
50,43,35,-7.5,1
43,35,29,-7.0,1
35,29,48,6.5,1
29,48,43,7.0,1
48,43,36,-6.0,1
43,36,27,-8.0,1
36,27,48,6.0,1
27,48,43,8.0,1
48,43,36,-6.0,1
43,36,27,-8.0,1
36,27,48,6.0,1
27,48,43,8.0,1
48,43,35,-6.5,1
43,35,27,-8.0,1
35,27,48,6.5,1
27,48,43,8.0,1
48,43,35,-6.5,1
43,35,27,-8.0,1
35,27,48,6.5,1
27,48,43,8.0,1
48,43,36,-6.0,1
43,36,32,-5.5,1
36,32,48,6.0,1
32,48,43,5.5,1
48,43,36,-6.0,1
43,36,32,-5.5,1
36,32,48,6.0,1
32,48,41,4.5,1
48,41,36,-6.0,1
41,36,32,-4.5,1
36,32,48,6.0,1
32,48,41,4.5,1
48,41,36,-6.0,1
41,36,32,-4.5,1
36,32,47,5.5,1
32,47,43,5.5,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,43,2.5,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,29,-4.5,1
35,29,43,4.0,1
29,43,38,4.5,1
43,38,35,-4.0,1
38,35,29,-4.5,1
35,29,48,6.5,1
29,48,43,7.0,1
48,43,36,-6.0,1
43,36,27,-8.0,1
36,27,48,6.0,1
27,48,43,8.0,1
48,43,36,-6.0,1
43,36,27,-8.0,1
36,27,50,7.0,1
27,50,43,8.0,1
50,43,36,-7.0,1
43,36,26,-8.5,1
36,26,50,7.0,1
26,50,43,8.5,1
50,43,36,-7.0,1
43,36,26,-8.5,1
36,26,51,7.5,1
26,51,43,8.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,51,7.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,51,7.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,51,7.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,50,7.0,1
24,50,44,10.0,1
50,44,36,-7.0,1
44,36,29,-7.5,1
36,29,50,7.0,1
29,50,44,7.5,1
50,44,36,-7.0,1
44,36,29,-7.5,1
36,29,50,7.0,1
29,50,43,7.0,1
50,43,35,-7.5,1
43,35,31,-6.0,1
35,31,50,7.5,1
31,50,43,6.0,1
50,43,35,-7.5,1
43,35,31,-6.0,1
35,31,48,6.5,1
31,48,43,6.0,1
48,43,36,-6.0,1
43,36,32,-5.5,1
36,32,48,6.0,1
32,48,43,5.5,1
48,43,36,-6.0,1
43,36,32,-5.5,1
36,32,48,6.0,1
32,48,41,4.5,1
48,41,36,-6.0,1
41,36,32,-4.5,1
36,32,48,6.0,1
32,48,41,4.5,1
48,41,36,-6.0,1
41,36,32,-4.5,1
36,32,47,5.5,1
32,47,43,5.5,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,44,6.5,1
47,44,38,-4.5,1
44,38,31,-6.5,1
38,31,47,4.5,1
31,47,44,6.5,1
47,44,38,-4.5,1
44,38,31,-6.5,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,31,-8.0,1
43,31,19,-12.0,1
31,19,47,8.0,1
19,47,43,12.0,1
47,43,31,-8.0,1
43,31,19,-12.0,1
31,19,47,8.0,1
19,47,41,11.0,1
47,41,31,-8.0,1
41,31,19,-11.0,1
31,19,47,8.0,1
19,47,41,11.0,1
47,41,31,-8.0,1
41,31,19,-11.0,1
31,19,48,8.5,1
19,48,39,10.0,1
48,39,31,-8.5,1
39,31,24,-7.5,1
31,24,48,8.5,1
24,48,39,7.5,1
48,39,31,-8.5,1
39,31,24,-7.5,1
31,24,48,8.5,1
24,48,39,7.5,1
48,39,31,-8.5,1
39,31,24,-7.5,1
31,24,48,8.5,1
24,48,39,7.5,1
48,39,31,-8.5,1
39,31,24,-7.5,1
31,24,43,6.0,1
24,43,39,7.5,1
43,39,36,-3.5,1
39,36,24,-7.5,1
36,24,43,3.5,1
24,43,39,7.5,1
43,39,36,-3.5,1
39,36,24,-7.5,1
36,24,43,3.5,1
24,43,41,8.5,1
43,41,36,-3.5,1
41,36,26,-7.5,1
36,26,43,3.5,1
26,43,41,7.5,1
43,41,36,-3.5,1
41,36,26,-7.5,1
36,26,43,3.5,1
26,43,43,8.5,1
43,43,36,-3.5,1
43,36,27,-8.0,1
36,27,43,3.5,1
27,43,43,8.0,1
43,43,36,-3.5,1
43,36,27,-8.0,1
36,27,43,3.5,1
27,43,43,8.0,1
43,43,31,-6.0,1
43,31,27,-8.0,1
31,27,43,6.0,1
27,43,43,8.0,1
43,43,31,-6.0,1
43,31,27,-8.0,1
31,27,45,7.0,1
27,45,41,7.0,1
45,41,36,-4.5,1
41,36,27,-7.0,1
36,27,45,4.5,1
27,45,41,7.0,1
45,41,36,-4.5,1
41,36,27,-7.0,1
36,27,45,4.5,1
27,45,41,7.0,1
45,41,36,-4.5,1
41,36,29,-6.0,1
36,29,45,4.5,1
29,45,41,6.0,1
45,41,36,-4.5,1
41,36,27,-7.0,1
36,27,46,5.0,1
27,46,41,7.0,1
46,41,38,-4.0,1
41,38,26,-7.5,1
38,26,46,4.0,1
26,46,41,7.5,1
46,41,38,-4.0,1
41,38,26,-7.5,1
38,26,46,4.0,1
26,46,43,8.5,1
46,43,36,-5.0,1
43,36,27,-8.0,1
36,27,46,5.0,1
27,46,43,8.0,1
46,43,36,-5.0,1
43,36,27,-8.0,1
36,27,44,4.0,1
27,44,43,8.0,1
44,43,36,-4.0,1
43,36,29,-7.0,1
36,29,44,4.0,1
29,44,43,7.0,1
44,43,36,-4.0,1
43,36,29,-7.0,1
36,29,44,4.0,1
29,44,41,6.0,1
44,41,38,-3.0,1
41,38,29,-6.0,1
38,29,44,3.0,1
29,44,41,6.0,1
44,41,36,-4.0,1
41,36,29,-6.0,1
36,29,43,3.5,1
29,43,41,6.0,1
43,41,34,-4.5,1
41,34,31,-5.0,1
34,31,43,4.5,1
31,43,41,5.0,1
43,41,34,-4.5,1
41,34,31,-5.0,1
34,31,43,4.5,1
31,43,39,4.0,1
43,39,36,-3.5,1
39,36,32,-3.5,1
36,32,43,3.5,1
32,43,39,3.5,1
43,39,36,-3.5,1
39,36,32,-3.5,1
36,32,41,2.5,1
32,41,39,3.5,1
41,39,29,-6.0,1
39,29,34,-2.5,1
29,34,41,6.0,1
34,41,39,2.5,1
41,39,29,-6.0,1
39,29,34,-2.5,1
29,34,41,6.0,1
34,41,38,2.0,1
41,38,34,-3.5,1
38,34,34,-2.0,1
34,34,41,3.5,1
34,41,38,2.0,1
41,38,32,-4.5,1
38,32,34,-2.0,1
32,34,39,3.5,1
34,39,39,2.5,1
39,39,31,-4.0,1
39,31,24,-7.5,1
31,24,39,4.0,1
24,39,39,7.5,1
39,39,31,-4.0,1
39,31,24,-7.5,1
31,24,39,4.0,1
24,39,39,7.5,1
39,39,31,-4.0,1
39,31,24,-7.5,1
31,24,39,4.0,1
24,39,39,7.5,1
39,39,31,-4.0,1
39,31,24,-7.5,1
31,24,39,4.0,1
24,39,36,6.0,1
39,36,31,-4.0,1
36,31,24,-6.0,1
31,24,39,4.0,1
24,39,36,6.0,1
39,36,31,-4.0,1
36,31,24,-6.0,1
31,24,39,4.0,1
24,39,36,6.0,1
39,36,32,-3.5,1
36,32,24,-6.0,1
32,24,39,3.5,1
24,39,36,6.0,1
39,36,32,-3.5,1
36,32,24,-6.0,1
32,24,46,7.0,1
24,46,39,7.5,1
46,39,34,-6.0,1
39,34,19,-10.0,1
34,19,46,6.0,1
19,46,39,10.0,1
46,39,34,-6.0,1
39,34,19,-10.0,1
34,19,46,6.0,1
19,46,41,11.0,1
46,41,32,-7.0,1
41,32,17,-12.0,1
32,17,46,7.0,1
17,46,41,12.0,1
46,41,32,-7.0,1
41,32,17,-12.0,1
32,17,46,7.0,1
17,46,43,13.0,1
46,43,34,-6.0,1
43,34,15,-14.0,1
34,15,46,6.0,1
15,46,43,14.0,1
46,43,34,-6.0,1
43,34,15,-14.0,1
34,15,46,6.0,1
15,46,43,14.0,1
46,43,37,-4.5,1
43,37,15,-14.0,1
37,15,46,4.5,1
15,46,43,14.0,1
46,43,37,-4.5,1
43,37,15,-14.0,1
37,15,48,5.5,1
15,48,39,12.0,1
48,39,36,-6.0,1
39,36,20,-9.5,1
36,20,48,6.0,1
20,48,39,9.5,1
48,39,36,-6.0,1
39,36,20,-9.5,1
36,20,48,6.0,1
20,48,39,9.5,1
48,39,34,-7.0,1
39,34,19,-10.0,1
34,19,48,7.0,1
19,48,39,10.0,1
48,39,34,-7.0,1
39,34,19,-10.0,1
34,19,50,8.0,1
19,50,41,11.0,1
50,41,32,-9.0,1
41,32,17,-12.0,1
32,17,50,9.0,1
17,50,41,12.0,1
50,41,32,-9.0,1
41,32,17,-12.0,1
32,17,50,9.0,1
17,50,41,12.0,1
50,41,32,-9.0,1
41,32,17,-12.0,1
32,17,50,9.0,1
17,50,41,12.0,1
50,41,32,-9.0,1
41,32,17,-12.0,1
32,17,51,9.5,1
17,51,43,13.0,1
51,43,34,-8.5,1
43,34,15,-14.0,1
34,15,51,8.5,1
15,51,43,14.0,1
51,43,34,-8.5,1
43,34,15,-14.0,1
34,15,51,8.5,1
15,51,43,14.0,1
51,43,34,-8.5,1
43,34,19,-12.0,1
34,19,51,8.5,1
19,51,43,12.0,1
51,43,34,-8.5,1
43,34,19,-12.0,1
34,19,50,8.0,1
19,50,41,11.0,1
50,41,34,-8.0,1
41,34,22,-9.5,1
34,22,50,8.0,1
22,50,41,9.5,1
50,41,34,-8.0,1
41,34,22,-9.5,1
34,22,50,8.0,1
22,50,41,9.5,1
50,41,34,-8.0,1
41,34,22,-9.5,1
34,22,50,8.0,1
22,50,41,9.5,1
50,41,34,-8.0,1
41,34,22,-9.5,1
34,22,51,8.5,1
22,51,43,10.5,1
51,43,34,-8.5,1
43,34,27,-8.0,1
34,27,51,8.5,1
27,51,43,8.0,1
51,43,34,-8.5,1
43,34,27,-8.0,1
34,27,51,8.5,1
27,51,43,8.0,1
51,43,34,-8.5,1
43,34,27,-8.0,1
34,27,51,8.5,1
27,51,43,8.0,1
51,43,34,-8.5,1
43,34,27,-8.0,1
34,27,51,8.5,1
27,51,43,8.0,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,51,7.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,51,7.5,1
24,51,44,10.0,1
51,44,36,-7.5,1
44,36,24,-10.0,1
36,24,51,7.5,1
24,51,44,10.0,1
51,44,36,-7.5,1
44,36,24,-10.0,1
36,24,53,8.5,1
24,53,44,10.0,1
53,44,38,-7.5,1
44,38,24,-10.0,1
38,24,53,7.5,1
24,53,44,10.0,1
53,44,38,-7.5,1
44,38,24,-10.0,1
38,24,53,7.5,1
24,53,43,9.5,1
53,43,38,-7.5,1
43,38,23,-10.0,1
38,23,53,7.5,1
23,53,43,10.0,1
53,43,38,-7.5,1
43,38,23,-10.0,1
38,23,51,6.5,1
23,51,43,10.0,1
51,43,38,-6.5,1
43,38,24,-9.5,1
38,24,51,6.5,1
24,51,43,9.5,1
51,43,38,-6.5,1
43,38,24,-9.5,1
38,24,51,6.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,51,7.5,1
24,51,43,9.5,1
51,43,36,-7.5,1
43,36,24,-9.5,1
36,24,50,7.0,1
24,50,41,8.5,1
50,41,36,-7.0,1
41,36,26,-7.5,1
36,26,50,7.0,1
26,50,41,7.5,1
50,41,36,-7.0,1
41,36,26,-7.5,1
36,26,50,7.0,1
26,50,44,9.0,1
50,44,35,-7.5,1
44,35,26,-9.0,1
35,26,50,7.5,1
26,50,44,9.0,1
50,44,35,-7.5,1
44,35,26,-9.0,1
35,26,48,6.5,1
26,48,43,8.5,1
48,43,36,-6.0,1
43,36,27,-8.0,1
36,27,48,6.0,1
27,48,43,8.0,1
48,43,36,-6.0,1
43,36,27,-8.0,1
36,27,48,6.0,1
27,48,41,7.0,1
48,41,32,-8.0,1
41,32,29,-6.0,1
32,29,48,8.0,1
29,48,41,6.0,1
48,41,32,-8.0,1
41,32,29,-6.0,1
32,29,48,8.0,1
29,48,39,5.0,1
48,39,31,-8.5,1
39,31,31,-4.0,1
31,31,48,8.5,1
31,48,39,4.0,1
48,39,31,-8.5,1
39,31,31,-4.0,1
31,31,48,8.5,1
31,48,38,3.5,1
48,38,31,-8.5,1
38,31,31,-3.5,1
31,31,48,8.5,1
31,48,36,2.5,1
48,36,31,-8.5,1
36,31,31,-2.5,1
31,31,47,8.0,1
31,47,38,3.5,1
47,38,31,-8.0,1
38,31,19,-9.5,1
31,19,47,8.0,1
19,47,38,9.5,1
47,38,31,-8.0,1
38,31,19,-9.5,1
31,19,47,8.0,1
19,47,41,11.0,1
47,41,31,-8.0,1
41,31,19,-11.0,1
31,19,47,8.0,1
19,47,41,11.0,1
47,41,31,-8.0,1
41,31,19,-11.0,1
31,19,48,8.5,1
19,48,41,11.0,1
48,41,31,-8.5,1
41,31,24,-8.5,1
31,24,48,8.5,1
24,48,41,8.5,1
48,41,31,-8.5,1
41,31,24,-8.5,1
31,24,48,8.5,1
24,48,40,8.0,1
48,40,31,-8.5,1
40,31,24,-8.0,1
31,24,48,8.5,1
24,48,40,8.0,1
48,40,31,-8.5,1
40,31,24,-8.0,1
31,24,48,8.5,1
24,48,40,8.0,1
48,40,31,-8.5,1
40,31,24,-8.0,1
31,24,48,8.5,1
24,48,40,8.0,1
48,40,31,-8.5,1
40,31,24,-8.0,1
31,24,48,8.5,1
24,48,40,8.0,1
48,40,31,-8.5,1
40,31,24,-8.0,1
31,24,48,8.5,1
24,48,40,8.0,1
48,40,31,-8.5,1
40,31,24,-8.0,1
31,24,45,7.0,1
24,45,42,9.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,40,7.0,1
45,40,38,-3.5,1
40,38,28,-6.0,1
38,28,45,3.5,1
28,45,40,6.0,1
45,40,38,-3.5,1
40,38,28,-6.0,1
38,28,45,3.5,1
28,45,38,5.0,1
45,38,33,-6.0,1
38,33,30,-4.0,1
33,30,45,6.0,1
30,45,38,4.0,1
45,38,33,-6.0,1
38,33,30,-4.0,1
33,30,45,6.0,1
30,45,38,4.0,1
45,38,30,-7.5,1
38,30,26,-6.0,1
30,26,45,7.5,1
26,45,38,6.0,1
45,38,30,-7.5,1
38,30,26,-6.0,1
30,26,47,8.5,1
26,47,38,6.0,1
47,38,31,-8.0,1
38,31,31,-3.5,1
31,31,47,8.0,1
31,47,38,3.5,1
47,38,31,-8.0,1
38,31,31,-3.5,1
31,31,47,8.0,1
31,47,38,3.5,1
47,38,35,-6.0,1
38,35,30,-4.0,1
35,30,47,6.0,1
30,47,38,4.0,1
47,38,35,-6.0,1
38,35,30,-4.0,1
35,30,47,6.0,1
30,47,43,6.5,1
47,43,40,-3.5,1
43,40,28,-7.5,1
40,28,47,3.5,1
28,47,43,7.5,1
47,43,40,-3.5,1
43,40,28,-7.5,1
40,28,47,3.5,1
28,47,42,7.0,1
47,42,38,-4.5,1
42,38,28,-7.0,1
38,28,47,4.5,1
28,47,42,7.0,1
47,42,38,-4.5,1
42,38,28,-7.0,1
38,28,49,5.5,1
28,49,40,6.0,1
49,40,37,-6.0,1
40,37,33,-3.5,1
37,33,49,6.0,1
33,49,40,3.5,1
49,40,37,-6.0,1
40,37,33,-3.5,1
37,33,49,6.0,1
33,49,40,3.5,1
49,40,35,-7.0,1
40,35,31,-4.5,1
35,31,49,7.0,1
31,49,40,4.5,1
49,40,35,-7.0,1
40,35,31,-4.5,1
35,31,49,7.0,1
31,49,45,7.0,1
49,45,33,-8.0,1
45,33,30,-7.5,1
33,30,49,8.0,1
30,49,45,7.5,1
49,45,33,-8.0,1
45,33,30,-7.5,1
33,30,49,8.0,1
30,49,43,6.5,1
49,43,33,-8.0,1
43,33,28,-7.5,1
33,28,49,8.0,1
28,49,43,7.5,1
49,43,33,-8.0,1
43,33,28,-7.5,1
33,28,50,8.5,1
28,50,42,7.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,52,9.5,1
26,52,45,9.5,1
52,45,33,-9.5,1
45,33,25,-10.0,1
33,25,52,9.5,1
25,52,45,10.0,1
52,45,33,-9.5,1
45,33,25,-10.0,1
33,25,52,9.5,1
25,52,45,10.0,1
52,45,35,-8.5,1
45,35,26,-9.5,1
35,26,52,8.5,1
26,52,45,9.5,1
52,45,35,-8.5,1
45,35,26,-9.5,1
35,26,52,8.5,1
26,52,44,9.0,1
52,44,37,-7.5,1
44,37,28,-8.0,1
37,28,52,7.5,1
28,52,44,8.0,1
52,44,37,-7.5,1
44,37,28,-8.0,1
37,28,52,7.5,1
28,52,45,8.5,1
52,45,37,-7.5,1
45,37,30,-7.5,1
37,30,52,7.5,1
30,52,45,7.5,1
52,45,37,-7.5,1
45,37,30,-7.5,1
37,30,50,6.5,1
30,50,47,8.5,1
50,47,35,-7.5,1
47,35,32,-7.5,1
35,32,50,7.5,1
32,50,47,7.5,1
50,47,35,-7.5,1
47,35,32,-7.5,1
35,32,50,7.5,1
32,50,47,7.5,1
50,47,37,-6.5,1
47,37,33,-7.0,1
37,33,50,6.5,1
33,50,47,7.0,1
50,47,37,-6.5,1
47,37,33,-7.0,1
37,33,50,6.5,1
33,50,42,4.5,1
50,42,38,-6.0,1
42,38,35,-3.5,1
38,35,50,6.0,1
35,50,42,3.5,1
50,42,38,-6.0,1
42,38,35,-3.5,1
38,35,50,6.0,1
35,50,40,2.5,1
50,40,35,-7.5,1
40,35,32,-4.0,1
35,32,50,7.5,1
32,50,40,4.0,1
50,40,35,-7.5,1
40,35,32,-4.0,1
35,32,49,7.0,1
32,49,40,4.0,1
49,40,37,-6.0,1
40,37,33,-3.5,1
37,33,49,6.0,1
33,49,40,3.5,1
49,40,37,-6.0,1
40,37,33,-3.5,1
37,33,47,5.0,1
33,47,40,3.5,1
47,40,37,-5.0,1
40,37,32,-4.0,1
37,32,47,5.0,1
32,47,40,4.0,1
47,40,37,-5.0,1
40,37,32,-4.0,1
37,32,49,6.0,1
32,49,45,6.5,1
49,45,42,-3.5,1
45,42,30,-7.5,1
42,30,49,3.5,1
30,49,45,7.5,1
49,45,42,-3.5,1
45,42,30,-7.5,1
42,30,50,4.0,1
30,50,45,7.5,1
50,45,42,-4.0,1
45,42,28,-8.5,1
42,28,50,4.0,1
28,50,45,8.5,1
50,45,42,-4.0,1
45,42,28,-8.5,1
42,28,47,2.5,1
28,47,45,8.5,1
47,45,42,-2.5,1
45,42,26,-9.5,1
42,26,47,2.5,1
26,47,45,9.5,1
47,45,42,-2.5,1
45,42,26,-9.5,1
42,26,47,2.5,1
26,47,45,9.5,1
47,45,42,-2.5,1
45,42,26,-9.5,1
42,26,47,2.5,1
26,47,45,9.5,1
47,45,42,-2.5,1
45,42,26,-9.5,1
42,26,47,2.5,1
26,47,44,9.0,1
47,44,40,-3.5,1
44,40,28,-8.0,1
40,28,47,3.5,1
28,47,44,8.0,1
47,44,40,-3.5,1
44,40,28,-8.0,1
40,28,47,3.5,1
28,47,44,8.0,1
47,44,38,-4.5,1
44,38,28,-8.0,1
38,28,47,4.5,1
28,47,44,8.0,1
47,44,38,-4.5,1
44,38,28,-8.0,1
38,28,45,3.5,1
28,45,40,6.0,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,42,10.5,1
45,42,38,-3.5,1
42,38,38,-2.0,1
38,38,45,3.5,1
38,45,42,2.0,1
45,42,38,-3.5,1
42,38,38,-2.0,1
38,38,45,3.5,1
38,45,42,2.0,1
45,42,38,-3.5,1
42,38,37,-2.5,1
38,37,45,3.5,1
37,45,42,2.5,1
45,42,38,-3.5,1
42,38,37,-2.5,1
38,37,45,3.5,1
37,45,42,2.5,1
45,42,38,-3.5,1
42,38,35,-3.5,1
38,35,45,3.5,1
35,45,42,3.5,1
45,42,38,-3.5,1
42,38,35,-3.5,1
38,35,45,3.5,1
35,45,42,3.5,1
45,42,38,-3.5,1
42,38,33,-4.5,1
38,33,45,3.5,1
33,45,42,4.5,1
45,42,38,-3.5,1
42,38,33,-4.5,1
38,33,47,4.5,1
33,47,43,5.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,30,-6.5,1
38,30,47,4.5,1
30,47,43,6.5,1
47,43,38,-4.5,1
43,38,30,-6.5,1
38,30,47,4.5,1
30,47,43,6.5,1
47,43,40,-3.5,1
43,40,28,-7.5,1
40,28,47,3.5,1
28,47,43,7.5,1
47,43,40,-3.5,1
43,40,28,-7.5,1
40,28,47,3.5,1
28,47,42,7.0,1
47,42,40,-3.5,1
42,40,26,-8.0,1
40,26,47,3.5,1
26,47,42,8.0,1
47,42,40,-3.5,1
42,40,26,-8.0,1
40,26,45,2.5,1
26,45,40,7.0,1
45,40,33,-6.0,1
40,33,25,-7.5,1
33,25,45,6.0,1
25,45,40,7.5,1
45,40,33,-6.0,1
40,33,25,-7.5,1
33,25,45,6.0,1
25,45,38,6.5,1
45,38,33,-6.0,1
38,33,23,-7.5,1
33,23,45,6.0,1
23,45,38,7.5,1
45,38,33,-6.0,1
38,33,23,-7.5,1
33,23,43,5.0,1
23,43,40,8.5,1
43,40,33,-5.0,1
40,33,25,-7.5,1
33,25,43,5.0,1
25,43,40,7.5,1
43,40,33,-5.0,1
40,33,25,-7.5,1
33,25,43,5.0,1
25,43,37,6.0,1
43,37,33,-5.0,1
37,33,21,-8.0,1
33,21,43,5.0,1
21,43,37,8.0,1
43,37,33,-5.0,1
37,33,21,-8.0,1
33,21,42,4.5,1
21,42,38,8.5,1
42,38,33,-4.5,1
38,33,26,-6.0,1
33,26,42,4.5,1
26,42,38,6.0,1
42,38,33,-4.5,1
38,33,26,-6.0,1
33,26,42,4.5,1
26,42,38,6.0,1
42,38,33,-4.5,1
38,33,26,-6.0,1
