note_minus_2,note_minus_1,current_note,avg_interval,label
40,33,49,4.5,1
33,49,45,6.0,1
49,45,40,-4.5,1
45,40,33,-6.0,1
40,33,49,4.5,1
33,49,45,6.0,1
49,45,40,-4.5,1
45,40,33,-6.0,1
40,33,49,4.5,1
33,49,45,6.0,1
49,45,40,-4.5,1
45,40,33,-6.0,1
40,33,51,5.5,1
33,51,45,6.0,1
51,45,42,-4.5,1
45,42,32,-6.5,1
42,32,51,4.5,1
32,51,45,6.5,1
51,45,42,-4.5,1
45,42,32,-6.5,1
42,32,51,4.5,1
32,51,45,6.5,1
51,45,42,-4.5,1
45,42,30,-7.5,1
42,30,51,4.5,1
30,51,45,7.5,1
51,45,42,-4.5,1
45,42,30,-7.5,1
42,30,52,5.0,1
30,52,44,7.0,1
52,44,35,-8.5,1
44,35,32,-6.0,1
35,32,52,8.5,1
32,52,44,6.0,1
52,44,35,-8.5,1
44,35,32,-6.0,1
35,32,52,8.5,1
32,52,44,6.0,1
52,44,35,-8.5,1
44,35,34,-5.0,1
35,34,52,8.5,1
34,52,44,5.0,1
52,44,35,-8.5,1
44,35,34,-5.0,1
35,34,51,8.0,1
34,51,42,4.0,1
51,42,35,-8.0,1
42,35,35,-3.5,1
35,35,51,8.0,1
35,51,42,3.5,1
51,42,35,-8.0,1
42,35,35,-3.5,1
35,35,51,8.0,1
35,51,42,3.5,1
51,42,35,-8.0,1
42,35,35,-3.5,1
35,35,51,8.0,1
35,51,42,3.5,1
51,42,35,-8.0,1
42,35,35,-3.5,1
35,35,49,7.0,1
35,49,42,3.5,1
49,42,35,-7.0,1
42,35,30,-6.0,1
35,30,49,7.0,1
30,49,42,6.0,1
49,42,35,-7.0,1
42,35,30,-6.0,1
35,30,49,7.0,1
30,49,44,7.0,1
49,44,35,-7.0,1
44,35,30,-7.0,1
35,30,49,7.0,1
30,49,44,7.0,1
49,44,35,-7.0,1
44,35,30,-7.0,1
35,30,49,7.0,1
30,49,42,6.0,1
49,42,34,-7.5,1
42,34,18,-12.0,1
34,18,49,7.5,1
18,49,42,12.0,1
49,42,34,-7.5,1
42,34,18,-12.0,1
34,18,49,7.5,1
18,49,40,11.0,1
49,40,34,-7.5,1
40,34,18,-11.0,1
34,18,49,7.5,1
18,49,40,11.0,1
49,40,34,-7.5,1
40,34,18,-11.0,1
34,18,47,6.5,1
18,47,39,10.5,1
47,39,35,-6.0,1
39,35,23,-8.0,1
35,23,47,6.0,1
23,47,39,8.0,1
47,39,35,-6.0,1
39,35,23,-8.0,1
35,23,47,6.0,1
23,47,39,8.0,1
47,39,35,-6.0,1
39,35,23,-8.0,1
35,23,47,6.0,1
23,47,39,8.0,1
47,39,35,-6.0,1
39,35,23,-8.0,1
35,23,44,4.5,1
23,44,40,8.5,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,49,7.0,1
28,49,40,6.0,1
49,40,33,-8.0,1
40,33,21,-9.5,1
33,21,49,8.0,1
21,49,40,9.5,1
49,40,33,-8.0,1
40,33,21,-9.5,1
33,21,49,8.0,1
21,49,40,9.5,1
49,40,32,-8.5,1
40,32,21,-9.5,1
32,21,49,8.5,1
21,49,40,9.5,1
49,40,32,-8.5,1
40,32,21,-9.5,1
32,21,47,7.5,1
21,47,39,9.0,1
47,39,30,-8.5,1
39,30,23,-8.0,1
30,23,47,8.5,1
23,47,39,8.0,1
47,39,30,-8.5,1
39,30,23,-8.0,1
30,23,47,8.5,1
23,47,39,8.0,1
47,39,30,-8.5,1
39,30,23,-8.0,1
30,23,47,8.5,1
23,47,39,8.0,1
47,39,30,-8.5,1
39,30,23,-8.0,1
30,23,45,7.5,1
23,45,40,8.5,1
45,40,37,-4.0,1
40,37,25,-7.5,1
37,25,45,4.0,1
25,45,40,7.5,1
45,40,37,-4.0,1
40,37,25,-7.5,1
37,25,45,4.0,1
25,45,42,8.5,1
45,42,37,-4.0,1
42,37,27,-7.5,1
37,27,45,4.0,1
27,45,42,7.5,1
45,42,37,-4.0,1
42,37,27,-7.5,1
37,27,44,3.5,1
27,44,44,8.5,1
44,44,35,-4.5,1
44,35,28,-8.0,1
35,28,44,4.5,1
28,44,44,8.0,1
44,44,35,-4.5,1
44,35,28,-8.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,42,3.5,1
28,42,40,6.0,1
42,40,35,-3.5,1
40,35,23,-8.5,1
35,23,42,3.5,1
23,42,40,8.5,1
42,40,35,-3.5,1
40,35,23,-8.5,1
35,23,42,3.5,1
23,42,40,8.5,1
42,40,35,-3.5,1
40,35,23,-8.5,1
35,23,42,3.5,1
23,42,40,8.5,1
42,40,35,-3.5,1
40,35,23,-8.5,1
35,23,42,3.5,1
23,42,39,8.0,1
42,39,35,-3.5,1
39,35,23,-8.0,1
35,23,42,3.5,1
23,42,39,8.0,1
42,39,35,-3.5,1
39,35,23,-8.0,1
35,23,42,3.5,1
23,42,39,8.0,1
42,39,33,-4.5,1
39,33,23,-8.0,1
33,23,42,4.5,1
23,42,39,8.0,1
42,39,33,-4.5,1
39,33,23,-8.0,1
33,23,40,3.5,1
23,40,35,6.0,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,47,7.5,1
28,47,42,7.0,1
47,42,35,-6.0,1
42,35,27,-7.5,1
35,27,47,6.0,1
27,47,42,7.5,1
47,42,35,-6.0,1
42,35,27,-7.5,1
35,27,47,6.0,1
27,47,42,7.5,1
47,42,35,-6.0,1
42,35,27,-7.5,1
35,27,47,6.0,1
27,47,42,7.5,1
47,42,35,-6.0,1
42,35,27,-7.5,1
35,27,47,6.0,1
27,47,42,7.5,1
47,42,35,-6.0,1
42,35,27,-7.5,1
35,27,47,6.0,1
27,47,42,7.5,1
47,42,35,-6.0,1
42,35,27,-7.5,1
35,27,47,6.0,1
27,47,42,7.5,1
47,42,35,-6.0,1
42,35,27,-7.5,1
35,27,47,6.0,1
27,47,42,7.5,1
47,42,35,-6.0,1
42,35,27,-7.5,1
35,27,44,4.5,1
27,44,40,6.5,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,47,6.0,1
28,47,42,7.0,1
47,42,39,-4.0,1
42,39,23,-9.5,1
39,23,47,4.0,1
23,47,42,9.5,1
47,42,39,-4.0,1
42,39,23,-9.5,1
39,23,47,4.0,1
23,47,42,9.5,1
47,42,39,-4.0,1
42,39,23,-9.5,1
39,23,47,4.0,1
23,47,42,9.5,1
47,42,39,-4.0,1
42,39,23,-9.5,1
39,23,47,4.0,1
23,47,42,9.5,1
47,42,39,-4.0,1
42,39,23,-9.5,1
39,23,47,4.0,1
23,47,42,9.5,1
47,42,39,-4.0,1
42,39,23,-9.5,1
39,23,47,4.0,1
23,47,42,9.5,1
47,42,39,-4.0,1
42,39,23,-9.5,1
39,23,47,4.0,1
23,47,42,9.5,1
47,42,39,-4.0,1
42,39,23,-9.5,1
39,23,44,2.5,1
23,44,40,8.5,1
44,40,37,-3.5,1
40,37,25,-7.5,1
37,25,44,3.5,1
25,44,40,7.5,1
44,40,37,-3.5,1
40,37,25,-7.5,1
37,25,44,3.5,1
25,44,40,7.5,1
44,40,37,-3.5,1
40,37,25,-7.5,1
37,25,44,3.5,1
25,44,40,7.5,1
44,40,37,-3.5,1
40,37,25,-7.5,1
37,25,44,3.5,1
25,44,40,7.5,1
44,40,37,-3.5,1
40,37,25,-7.5,1
37,25,44,3.5,1
25,44,40,7.5,1
44,40,37,-3.5,1
40,37,25,-7.5,1
37,25,44,3.5,1
25,44,40,7.5,1
44,40,37,-3.5,1
40,37,25,-7.5,1
37,25,44,3.5,1
25,44,40,7.5,1
44,40,37,-3.5,1
40,37,25,-7.5,1
37,25,45,4.0,1
25,45,42,8.5,1
45,42,37,-4.0,1
42,37,30,-6.0,1
37,30,45,4.0,1
30,45,42,6.0,1
45,42,37,-4.0,1
42,37,30,-6.0,1
37,30,45,4.0,1
30,45,42,6.0,1
45,42,37,-4.0,1
42,37,30,-6.0,1
37,30,45,4.0,1
30,45,42,6.0,1
45,42,37,-4.0,1
42,37,30,-6.0,1
37,30,44,3.5,1
30,44,40,5.0,1
44,40,35,-4.5,1
40,35,32,-4.0,1
35,32,44,4.5,1
32,44,40,4.0,1
44,40,35,-4.5,1
40,35,32,-4.0,1
35,32,44,4.5,1
32,44,40,4.0,1
44,40,35,-4.5,1
40,35,32,-4.0,1
35,32,44,4.5,1
32,44,40,4.0,1
44,40,35,-4.5,1
40,35,32,-4.0,1
35,32,42,3.5,1
32,42,39,3.5,1
42,39,35,-3.5,1
39,35,33,-3.0,1
35,33,42,3.5,1
33,42,39,3.0,1
42,39,35,-3.5,1
39,35,33,-3.0,1
35,33,42,3.5,1
33,42,39,3.0,1
42,39,35,-3.5,1
39,35,32,-3.5,1
35,32,42,3.5,1
32,42,39,3.5,1
42,39,35,-3.5,1
39,35,32,-3.5,1
35,32,44,4.5,1
32,44,40,4.0,1
44,40,35,-4.5,1
40,35,30,-5.0,1
35,30,44,4.5,1
30,44,40,5.0,1
44,40,35,-4.5,1
40,35,30,-5.0,1
35,30,44,4.5,1
30,44,40,5.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,45,5.0,1
28,45,42,7.0,1
45,42,35,-5.0,1
42,35,27,-7.5,1
35,27,45,5.0,1
27,45,42,7.5,1
45,42,35,-5.0,1
42,35,27,-7.5,1
35,27,45,5.0,1
27,45,42,7.5,1
45,42,35,-5.0,1
42,35,27,-7.5,1
35,27,45,5.0,1
27,45,42,7.5,1
45,42,35,-5.0,1
42,35,27,-7.5,1
35,27,44,4.5,1
27,44,40,6.5,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,42,3.5,1
28,42,39,5.5,1
42,39,35,-3.5,1
39,35,23,-8.0,1
35,23,42,3.5,1
23,42,39,8.0,1
42,39,35,-3.5,1
39,35,23,-8.0,1
35,23,42,3.5,1
23,42,39,8.0,1
42,39,35,-3.5,1
39,35,35,-2.0,1
35,35,42,3.5,1
35,42,39,2.0,1
42,39,35,-3.5,1
39,35,35,-2.0,1
35,35,44,4.5,1
35,44,40,2.5,1
44,40,35,-4.5,1
40,35,33,-3.5,1
35,33,44,4.5,1
33,44,40,3.5,1
44,40,35,-4.5,1
40,35,33,-3.5,1
35,33,44,4.5,1
33,44,40,3.5,1
44,40,35,-4.5,1
40,35,32,-4.0,1
35,32,44,4.5,1
32,44,40,4.0,1
44,40,35,-4.5,1
40,35,32,-4.0,1
35,32,45,5.0,1
32,45,42,5.0,1
45,42,37,-4.0,1
42,37,30,-6.0,1
37,30,45,4.0,1
30,45,42,6.0,1
45,42,37,-4.0,1
42,37,30,-6.0,1
37,30,45,4.0,1
30,45,42,6.0,1
45,42,39,-3.0,1
42,39,30,-6.0,1
39,30,45,3.0,1
30,45,42,6.0,1
45,42,39,-3.0,1
42,39,30,-6.0,1
39,30,44,2.5,1
30,44,40,5.0,1
44,40,40,-2.0,1
40,40,25,-7.5,1
40,25,44,2.0,1
25,44,40,7.5,1
44,40,40,-2.0,1
40,40,25,-7.5,1
40,25,44,2.0,1
25,44,39,7.0,1
44,39,40,-2.0,1
39,40,23,-8.0,1
40,23,44,2.0,1
23,44,39,8.0,1
44,39,40,-2.0,1
39,40,23,-8.0,1
40,23,42,1.0,1
23,42,37,7.0,1
42,37,40,-1.0,1
37,40,21,-8.0,1
40,21,42,1.0,1
21,42,37,8.0,1
42,37,40,-1.0,1
37,40,21,-8.0,1
40,21,42,1.0,1
21,42,39,9.0,1
42,39,37,-2.5,1
39,37,21,-9.0,1
37,21,42,2.5,1
21,42,40,9.5,1
42,40,37,-2.5,1
40,37,21,-9.5,1
37,21,42,2.5,1
21,42,39,9.0,1
42,39,35,-3.5,1
39,35,23,-8.0,1
35,23,42,3.5,1
23,42,39,8.0,1
42,39,35,-3.5,1
39,35,23,-8.0,1
35,23,42,3.5,1
23,42,39,8.0,1
42,39,33,-4.5,1
39,33,23,-8.0,1
33,23,42,4.5,1
23,42,39,8.0,1
42,39,33,-4.5,1
39,33,23,-8.0,1
33,23,40,3.5,1
23,40,35,6.0,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,52,10.0,1
28,52,44,8.0,1
52,44,37,-7.5,1
44,37,25,-9.5,1
37,25,52,7.5,1
25,52,44,9.5,1
52,44,37,-7.5,1
44,37,25,-9.5,1
37,25,52,7.5,1
25,52,44,9.5,1
52,44,35,-8.5,1
44,35,25,-9.5,1
35,25,52,8.5,1
25,52,44,9.5,1
52,44,35,-8.5,1
44,35,25,-9.5,1
35,25,51,8.0,1
25,51,43,9.0,1
51,43,34,-8.5,1
43,34,27,-8.0,1
34,27,51,8.5,1
27,51,43,8.0,1
51,43,34,-8.5,1
43,34,27,-8.0,1
34,27,51,8.5,1
27,51,43,8.0,1
51,43,34,-8.5,1
43,34,27,-8.0,1
34,27,51,8.5,1
27,51,43,8.0,1
51,43,34,-8.5,1
43,34,27,-8.0,1
34,27,49,7.5,1
27,49,44,8.5,1
49,44,32,-8.5,1
44,32,29,-7.5,1
32,29,49,8.5,1
29,49,44,7.5,1
49,44,32,-8.5,1
44,32,29,-7.5,1
32,29,49,8.5,1
29,49,44,7.5,1
49,44,32,-8.5,1
44,32,29,-7.5,1
32,29,49,8.5,1
29,49,44,7.5,1
49,44,32,-8.5,1
44,32,29,-7.5,1
32,29,47,7.5,1
29,47,44,7.5,1
47,44,39,-4.0,1
44,39,32,-6.0,1
39,32,47,4.0,1
32,47,44,6.0,1
47,44,39,-4.0,1
44,39,32,-6.0,1
39,32,47,4.0,1
32,47,42,5.0,1
47,42,39,-4.0,1
42,39,32,-5.0,1
39,32,47,4.0,1
32,47,42,5.0,1
47,42,39,-4.0,1
42,39,32,-5.0,1
39,32,45,3.0,1
32,45,40,4.0,1
45,40,37,-4.0,1
40,37,25,-7.5,1
37,25,45,4.0,1
25,45,40,7.5,1
45,40,37,-4.0,1
40,37,25,-7.5,1
37,25,45,4.0,1
25,45,40,7.5,1
45,40,37,-4.0,1
40,37,27,-6.5,1
37,27,45,4.0,1
27,45,40,6.5,1
45,40,37,-4.0,1
40,37,27,-6.5,1
37,27,44,3.5,1
27,44,40,6.5,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,42,3.5,1
28,42,40,6.0,1
42,40,37,-2.5,1
40,37,22,-9.0,1
37,22,42,2.5,1
22,42,40,9.0,1
42,40,37,-2.5,1
40,37,22,-9.0,1
37,22,42,2.5,1
22,42,40,9.0,1
42,40,37,-2.5,1
40,37,22,-9.0,1
37,22,42,2.5,1
22,42,40,9.0,1
42,40,37,-2.5,1
40,37,22,-9.0,1
37,22,42,2.5,1
22,42,39,8.5,1
42,39,35,-3.5,1
39,35,23,-8.0,1
35,23,42,3.5,1
23,42,39,8.0,1
42,39,35,-3.5,1
39,35,23,-8.0,1
35,23,42,3.5,1
23,42,39,8.0,1
42,39,33,-4.5,1
39,33,23,-8.0,1
33,23,42,4.5,1
23,42,39,8.0,1
42,39,33,-4.5,1
39,33,23,-8.0,1
33,23,40,3.5,1
23,40,35,6.0,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,40,4.0,1
28,40,35,3.5,1
40,35,32,-4.0,1
35,32,28,-3.5,1
32,28,41,4.5,1
28,41,38,5.0,1
41,38,34,-3.5,1
38,34,34,-2.0,1
34,34,41,3.5,1
34,41,38,2.0,1
41,38,34,-3.5,1
38,34,34,-2.0,1
34,34,41,3.5,1
34,41,38,2.0,1
41,38,34,-3.5,1
38,34,34,-2.0,1
34,34,41,3.5,1
34,41,38,2.0,1
41,38,34,-3.5,1
38,34,34,-2.0,1
34,34,46,6.0,1
34,46,41,3.5,1
46,41,34,-6.0,1
41,34,26,-7.5,1
34,26,46,6.0,1
26,46,41,7.5,1
46,41,34,-6.0,1
41,34,26,-7.5,1
34,26,46,6.0,1
26,46,41,7.5,1
46,41,34,-6.0,1
41,34,26,-7.5,1
34,26,46,6.0,1
26,46,41,7.5,1
46,41,34,-6.0,1
41,34,26,-7.5,1
34,26,50,8.0,1
26,50,46,10.0,1
50,46,41,-4.5,1
46,41,24,-11.0,1
41,24,50,4.5,1
24,50,46,11.0,1
50,46,41,-4.5,1
46,41,24,-11.0,1
41,24,48,3.5,1
24,48,45,10.5,1
48,45,39,-4.5,1
45,39,24,-10.5,1
39,24,48,4.5,1
24,48,45,10.5,1
48,45,39,-4.5,1
45,39,24,-10.5,1
39,24,50,5.5,1
24,50,46,11.0,1
50,46,41,-4.5,1
46,41,22,-12.0,1
41,22,50,4.5,1
22,50,46,12.0,1
50,46,41,-4.5,1
46,41,22,-12.0,1
41,22,46,2.5,1
22,46,46,12.0,1
46,46,41,-2.5,1
46,41,22,-12.0,1
41,22,46,2.5,1
22,46,46,12.0,1
46,46,41,-2.5,1
46,41,22,-12.0,1
41,22,55,7.0,1
22,55,46,12.0,1
55,46,39,-8.0,1
46,39,27,-9.5,1
39,27,55,8.0,1
27,55,46,9.5,1
55,46,39,-8.0,1
46,39,27,-9.5,1
39,27,55,8.0,1
27,55,46,9.5,1
55,46,39,-8.0,1
46,39,27,-9.5,1
39,27,55,8.0,1
27,55,46,9.5,1
55,46,39,-8.0,1
46,39,27,-9.5,1
39,27,51,6.0,1
27,51,43,8.0,1
51,43,34,-8.5,1
43,34,31,-6.0,1
34,31,51,8.5,1
31,51,43,6.0,1
51,43,34,-8.5,1
43,34,31,-6.0,1
34,31,51,8.5,1
31,51,43,6.0,1
51,43,33,-9.0,1
43,33,29,-7.0,1
33,29,51,9.0,1
29,51,43,7.0,1
51,43,33,-9.0,1
43,33,29,-7.0,1
33,29,51,9.0,1
29,51,43,7.0,1
51,43,34,-8.5,1
43,34,31,-6.0,1
34,31,51,8.5,1
31,51,43,6.0,1
51,43,34,-8.5,1
43,34,31,-6.0,1
34,31,51,8.5,1
31,51,43,6.0,1
51,43,36,-7.5,1
43,36,27,-8.0,1
36,27,51,7.5,1
27,51,43,8.0,1
51,43,36,-7.5,1
43,36,27,-8.0,1
36,27,53,8.5,1
27,53,41,7.0,1
53,41,38,-7.5,1
41,38,34,-3.5,1
38,34,53,7.5,1
34,53,41,3.5,1
53,41,38,-7.5,1
41,38,34,-3.5,1
38,34,53,7.5,1
34,53,41,3.5,1
53,41,38,-7.5,1
41,38,33,-4.0,1
38,33,53,7.5,1
33,53,41,4.0,1
53,41,38,-7.5,1
41,38,33,-4.0,1
38,33,46,4.0,1
33,46,43,5.0,1
46,43,38,-4.0,1
43,38,31,-6.0,1
38,31,46,4.0,1
31,46,43,6.0,1
46,43,38,-4.0,1
43,38,31,-6.0,1
38,31,46,4.0,1
31,46,45,7.0,1
46,45,38,-4.0,1
45,38,31,-7.0,1
38,31,46,4.0,1
31,46,45,7.0,1
46,45,38,-4.0,1
45,38,31,-7.0,1
38,31,51,6.5,1
31,51,46,7.5,1
51,46,43,-4.0,1
46,43,27,-9.5,1
43,27,51,4.0,1
27,51,46,9.5,1
51,46,43,-4.0,1
46,43,27,-9.5,1
43,27,51,4.0,1
27,51,46,9.5,1
51,46,43,-4.0,1
46,43,27,-9.5,1
43,27,51,4.0,1
27,51,46,9.5,1
51,46,43,-4.0,1
46,43,27,-9.5,1
43,27,48,2.5,1
27,48,46,9.5,1
48,46,41,-3.5,1
46,41,29,-8.5,1
41,29,48,3.5,1
29,48,46,8.5,1
48,46,41,-3.5,1
46,41,29,-8.5,1
41,29,48,3.5,1
29,48,46,8.5,1
48,46,41,-3.5,1
46,41,29,-8.5,1
41,29,48,3.5,1
29,48,46,8.5,1
48,46,41,-3.5,1
46,41,29,-8.5,1
41,29,48,3.5,1
29,48,45,8.0,1
48,45,41,-3.5,1
45,41,29,-8.0,1
41,29,48,3.5,1
29,48,45,8.0,1
48,45,41,-3.5,1
45,41,29,-8.0,1
41,29,48,3.5,1
29,48,45,8.0,1
48,45,39,-4.5,1
45,39,29,-8.0,1
39,29,48,4.5,1
29,48,45,8.0,1
48,45,39,-4.5,1
45,39,29,-8.0,1
39,29,46,3.5,1
29,46,41,6.0,1
46,41,38,-4.0,1
41,38,22,-9.5,1
38,22,46,4.0,1
22,46,41,9.5,1
46,41,38,-4.0,1
41,38,22,-9.5,1
38,22,46,4.0,1
22,46,41,9.5,1
46,41,38,-4.0,1
41,38,22,-9.5,1
38,22,46,4.0,1
22,46,41,9.5,1
46,41,38,-4.0,1
41,38,22,-9.5,1
38,22,48,5.0,1
22,48,41,9.5,1
48,41,36,-6.0,1
41,36,33,-4.0,1
36,33,48,6.0,1
33,48,41,4.0,1
48,41,36,-6.0,1
41,36,33,-4.0,1
36,33,48,6.0,1
33,48,41,4.0,1
48,41,34,-7.0,1
41,34,31,-5.0,1
34,31,48,7.0,1
31,48,41,5.0,1
48,41,34,-7.0,1
41,34,31,-5.0,1
34,31,51,8.5,1
31,51,41,5.0,1
51,41,36,-7.5,1
41,36,33,-4.0,1
36,33,51,7.5,1
33,51,41,4.0,1
51,41,36,-7.5,1
41,36,33,-4.0,1
36,33,51,7.5,1
33,51,41,4.0,1
51,41,33,-9.0,1
41,33,29,-6.0,1
33,29,51,9.0,1
29,51,41,6.0,1
51,41,33,-9.0,1
41,33,29,-6.0,1
33,29,50,8.5,1
29,50,41,6.0,1
50,41,34,-8.0,1
41,34,34,-3.5,1
34,34,50,8.0,1
34,50,41,3.5,1
50,41,34,-8.0,1
41,34,34,-3.5,1
34,34,50,8.0,1
34,50,41,3.5,1
50,41,34,-8.0,1
41,34,34,-3.5,1
34,34,50,8.0,1
34,50,41,3.5,1
50,41,34,-8.0,1
41,34,34,-3.5,1
34,34,48,7.0,1
34,48,45,5.5,1
48,45,36,-6.0,1
45,36,29,-8.0,1
36,29,48,6.0,1
29,48,45,8.0,1
48,45,36,-6.0,1
45,36,29,-8.0,1
36,29,48,6.0,1
29,48,45,8.0,1
48,45,36,-6.0,1
45,36,29,-8.0,1
36,29,48,6.0,1
29,48,45,8.0,1
48,45,36,-6.0,1
45,36,29,-8.0,1
36,29,50,7.0,1
29,50,46,8.5,1
50,46,29,-10.5,1
46,29,27,-9.5,1
29,27,50,10.5,1
27,50,46,9.5,1
50,46,29,-10.5,1
46,29,27,-9.5,1
29,27,48,9.5,1
27,48,45,9.0,1
48,45,29,-9.5,1
45,29,27,-9.0,1
29,27,48,9.5,1
27,48,45,9.0,1
48,45,29,-9.5,1
45,29,27,-9.0,1
29,27,50,10.5,1
27,50,46,9.5,1
50,46,29,-10.5,1
46,29,26,-10.0,1
29,26,50,10.5,1
26,50,46,10.0,1
50,46,29,-10.5,1
46,29,26,-10.0,1
29,26,46,8.5,1
26,46,46,10.0,1
46,46,29,-8.5,1
46,29,26,-10.0,1
29,26,46,8.5,1
26,46,46,10.0,1
46,46,29,-8.5,1
46,29,26,-10.0,1
29,26,45,8.0,1
26,45,39,6.5,1
45,39,36,-4.5,1
39,36,24,-7.5,1
36,24,45,4.5,1
24,45,39,7.5,1
45,39,36,-4.5,1
39,36,24,-7.5,1
36,24,46,5.0,1
24,46,39,7.5,1
46,39,36,-5.0,1
39,36,24,-7.5,1
36,24,46,5.0,1
24,46,39,7.5,1
46,39,36,-5.0,1
39,36,24,-7.5,1
36,24,46,5.0,1
24,46,41,8.5,1
46,41,34,-6.0,1
41,34,26,-7.5,1
34,26,46,6.0,1
26,46,41,7.5,1
46,41,34,-6.0,1
41,34,26,-7.5,1
34,26,46,6.0,1
26,46,39,6.5,1
46,39,34,-6.0,1
39,34,24,-7.5,1
34,24,46,6.0,1
24,46,39,7.5,1
46,39,34,-6.0,1
39,34,24,-7.5,1
34,24,46,6.0,1
24,46,41,8.5,1
46,41,29,-8.5,1
41,29,26,-7.5,1
29,26,46,8.5,1
26,46,41,7.5,1
46,41,29,-8.5,1
41,29,26,-7.5,1
29,26,48,9.5,1
26,48,40,7.0,1
48,40,31,-8.5,1
40,31,22,-9.0,1
31,22,48,8.5,1
22,48,40,9.0,1
48,40,31,-8.5,1
40,31,22,-9.0,1
31,22,48,8.5,1
22,48,41,9.5,1
